Categorie,Aliments,Mesure,Poids (g),Énergie (kcal),Énergie (kJ),Protéines (g),Glucides (g),Sucres totaux (g),Fibres alimentaires totales (g),Gras totaux (g),Gras saturés (g),Gras monoinsaturés (g),Gras polyinsaturés (g),DHA (g),EPA (g),Gras trans (g),Cholestérol (mg),Calcium (mg),Fer (mg),Sodium (mg),Potassium (mg),Magnésium (mg),Phosphore (mg),Thiamine (mg),Riboflavine (mg),Niacine (ÉN),Vitamine A (ÉAR),Bêta-carotène (mcg),Lycopène (mcg),Vitamine C (mg),Vitamine D (mcg),Vitamine E (mg),Folates (ÉFA),Vitamine B12 (mcg),Alcool (g),Caféine (mg)
Légumes et produits à base de légumes,"Cocktail de tomate et de palourdes",125mL,128,61,257,1,14,4,0.5,tr,,,,,,,10,0.2,462,114,6,14,9,163,3807,,10,6,0.04,,,
"Légumineuses, noix et graines","Noix mélangées, rôties, salées",60mL,35,206,863,6,9,2,3.1,18,2.4,10.9,3.7,,,24,1.3,232,207,78,151,,,17,,3.8,,,
"Légumineuses, noix et graines","Pacanes, séchées",60mL,25,173,726,2,3,1,2.4,18,1.6,10.2,5.4,,,18,0.6,0,103,30,70,,,6,,0.4,,,
"Légumineuses, noix et graines","Pignons, séchés",60mL,34,230,963,5,4,1,1.3,23,1.7,6.4,11.7,,,5,1.9,1,204,86,197,,,12,,3.2,,,
"Légumineuses, noix et graines","Pistaches, écalées, rôties, salées",60mL,31,177,741,7,8,2,3.2,14,1.7,7.6,4.3,,,34,1.3,126,325,37,151,,,16,,0.6,,,
"Légumineuses, noix et graines","Beurre d'acajou",30mL,32,190,796,6,9,N/D,0.6,16,3.2,9.4,2.7,,,14,1.6,5,177,84,148,,,22,,0.5,,,
"Légumineuses, noix et graines","Beurre d'amande",30mL,32,205,858,5,7,N/D,1.2,19,1.8,12.4,4.0,,,88,1.2,4,246,98,170,,,21,,N/D,,,
"Légumineuses, noix et graines","Beurre de sésame, tahini",30mL,30,181,757,5,6,tr,2.8,16,2.3,6.2,7.2,,,130,2.7,35,126,29,223,,,30,,0.1,,,
"Légumineuses, noix et graines","Graines de citrouille et de courge, écalées, séchées",60mL,35,189,792,9,6,tr,1.4,16,3.0,5.0,7.3,,,15,5.2,6,282,187,411,,,20,,N/D,,,
"Légumineuses, noix et graines","Graines de lin, entières et moulues",15mL,11,56,235,2,3,tr,3.0,4,0.4,0.8,3.2,,,36,0.5,3,89,39,53,,,30,,tr,,,
"Légumineuses, noix et graines","Graines de tournesol, rôties, salées, écalées",60mL,32,189,790,6,8,1,2.9,16,1.7,3.1,10.7,,,23,1.2,133,276,42,375,,,77,,8.5,,,
Restaurant-minute,"Lait frappé à la vanille",250mL,175,195,814,6,31,31,0.2,5,3.3,,,,,,,19,214,0.2,144,305,21,179,65,,,9,,1,0.63,,,
Restaurant-minute,"Lait frappé au chocolat",250mL,175,223,931,6,36,33,3.3,6,4.1,,,,,,,23,198,0.5,170,351,30,179,46,,,9,,1,0.60,,,
Restaurant-minute,"Pain à l'ail",2 tranches,52,192,801,5,26,tr,1.5,8,1.3,,,,,,,0,40,1.3,384,65,14,56,74,,,97,,tr,0.01,,,
Restaurant-minute,"Pommes de terre, frites",20-25 frites,76,236,989,3,29,N/D,2.5,12,5.0,,,,,,,11,12,1.0,124,541,25,101,2,,,25,,4,0.09,,,
Restaurant-minute,"Rondelles d'oignon, panées et frites",8-9,83,276,1152,4,31,N/D,1.7,16,7.0,,,,,,,14,73,0.8,430,129,16,86,1,,,85,,1,0.12,,,
Restaurant-minute,"Courgettes, panées et frites, bâtonnets",4,36,60,250,1,3,1,0.3,5,0.5,,,,,,,5,18,0.2,44,81,6,36,8,,,9,,3,0.05,,,
Restaurant-minute,"Donair / Gyro",1,195,310,1295,22,37,3,2.0,7,2.8,,,,,,,49,98,3.1,361,404,40,223,22,,,115,,6,1.82,,,
Restaurant-minute,"Hamburger au fromage, galette double, avec condiments et légumes",1,228,650,2718,30,53,N/D,1.8,35,12.8,,,,,,,93,169,4.7,921,390,36,349,N/D,,,131,,3,2.07,,,
Restaurant-minute,"Hamburger au fromage, une galette, nature",1,102,319,1335,15,32,6,1.3,15,6.5,,,,,,,50,141,2.4,500,164,21,196,N/D,,,N/D,,0,0.97,,,
Restaurant-minute,"Hamburger végétarien, une galette, avec condiments et légumes",1,157,359,1504,19,28,4,4.5,19,2.9,,,,,,,5,86,3.1,671,233,25,278,22,,,135,,3,1.80,,,
Restaurant-minute,"Hamburger, galette double, avec condiments",1,215,576,2410,32,39,N/D,1.9,32,12.0,,,,,,,103,92,5.5,742,527,45,284,N/D,,,111,,1,3.33,,,
Restaurant-minute,"Hamburger, une galette, nature",1,90,275,1148,12,31,5,1.3,12,4.1,,,,,,,35,63,2.4,387,145,19,103,,,0,N/D,,0,0.89,,,
Restaurant-minute,"Sandwich au poisson pané",1,183,523,2189,21,48,N/D,2.4,29,8.1,,,,,,,68,185,3.5,939,353,37,311,N/D,,,134,,3,1.08,,,
Restaurant-minute,"Sandwich au poulet grillé, avec condiments et légumes",1,169,335,1402,33,23,3,1.2,12,2.2,,,,,,,78,70,2.1,330,449,37,36,23,,,83,,2,0.41,,,
Restaurant-minute,"Sandwich au poulet pané, avec condiments et légumes",1,228,632,2640,29,42,N/D,2.2,39,12.4,,,,,,,78,258,3.6,1238,333,43,406,164,,,154,,3,0.46,,,
Restaurant-minute,"Sandwich déjeuner, bagel avec jambon, œuf et fromage",1,191,483,2019,27,52,7,0.4,18,7.8,,,,,,,243,185,4.1,1259,262,40,397,181,,,172,,0,1.39,,,
Restaurant-minute,"Sandwich déjeuner, biscuit poudre à pâte avec œuf, fromage et bacon",1,144,477,1993,16,33,3,1.1,31,11.4,,,,,,,261,164,2.5,1260,230,20,459,N/D,,,64,,2,1.05,,,
Restaurant-minute,"Sandwich déjeuner, muffin anglais avec œuf, fromage et bacon",1,137,289,1208,17,27,3,1.5,13,4.7,,,,,,,234,151,2.4,729,199,23,270,177,,,86,,2,0.67,,,
Restaurant-minute,"Sandwich roulé au poulet ranch",1,249,532,2227,32,44,3,3.5,25,6.7,,,,,,,77,134,3.3,847,544,50,235,50,,,146,,12,0.47,,,
Restaurant-minute,"Sandwich sous-marin (6 pouces), avec poulet grillé/rôti",1,229,417,1742,24,44,3,3.3,16,2.8,,,,,,,47,81,3.0,722,437,44,104,37,,,255,,12,0.20,,,
Restaurant-minute,"Sandwich sous-marin (6 pouces), avec thon",1,256,584,2440,30,55,N/D,2.9,28,5.3,,,,,,,49,74,2.6,1292,335,79,220,46,,,135,,4,1.61,,,
Restaurant-minute,"Sandwich sous-marin (6 pouces), avec viandes froides",1,226,456,1906,22,51,N/D,3.0,19,6.8,,,,,,,36,189,2.5,1651,394,68,287,71,,,109,,12,1.09,,,
Restaurant-minute,"Sandwich sous-marin (6 pouces), végétarien",1,167,216,904,7,38,3,3.4,4,0.8,,,,,,,0,77,2.7,529,236,27,88,25,,,213,,20,,,,,
Restaurant-minute,"Boulettes de poulet à la sauce aigre-douce",3,75,199,831,9,17,7,0.5,10,2.7,,,,,,,46,24,1.0,390,13,23,18,,,19,,1,0.17,,,
Restaurant-minute,"Chow mein au poulet",250mL,232,200,837,21,10,7,2.2,9,1.6,,,,,,,51,38,1.7,982,423,35,191,17,,,50,,8,0.26,,,
Restaurant-minute,"Guy ding au poulet et aux amandes",250mL,256,295,1232,22,18,3,2.6,15,1.6,,,,,,,42,58,1.7,510,591,61,123,14,,,27,,7,0.29,,,
Restaurant-minute,"Poulet Général Tao/Tso",250mL,258,806,3371,50,8,3,0.6,62,11.0,,,,,,,163,99,2.2,1285,476,47,340,38,,,13,,11,0.56,,,
Restaurant-minute,"Riz frit au poulet",250mL,209,343,1436,12,44,1,1.3,8,1.8,,,,,,,99,36,1.3,797,169,28,139,59,,,30,,4,0.42,,,
Restaurant-minute,"Rouleau impérial (egg roll)",1,64,113,472,5,9,1,0.7,6,1.2,,,,,,,35,14,0.8,249,121,9,17,53,,,27,,2,0.19,,,
Restaurant-minute,"Sauté de boeuf et brocoli",250mL,229,266,1111,24,9,1,2.2,15,3.5,,,,,,,58,48,2.8,433,473,35,189,90,,,104,,59,2.00,,,
Restaurant-minute,"Soupe aigre-piquante",250mL,258,167,697,17,5,1,0.5,8,2.8,,,,,,,36,45,1.8,1596,383,20,192,2,,,12,,1,0.45,,,
Restaurant-minute,"Soupe won ton",250mL,255,191,798,15,15,1,1.0,7,2.4,,,,,,,53,37,1.8,810,339,23,159,74,,,55,,2,0.49,,,
Restaurant-minute,"Pizza avec fromage (moyenne - 12 pouces)",1/6,84,210,880,9,25,2,1.5,8,3.4,,,,,,,141,171,2.0,515,180,19,161,32,,,70,,4,0.13,,,
Restaurant-minute,"Pizza avec fromage et légumes (moyenne - 12 pouces)",1/6,93,193,809,8,24,3,1.8,7,3.0,,,,,,,12,154,1.9,482,201,19,147,31,,,63,,11,0.11,,,
Restaurant-minute,"Pizza avec fromage et pepperoni (moyenne - 12 pouces)",1/6,85,219,916,11,23,1,1.4,9,4.2,,,,,,,21,187,1.7,340,157,18,182,37,,,74,,2,0.20,,,
Restaurant-minute,"Pizza avec fromage, viande et légumes (moyenne - 12 pouces)",1/6,105,250,1044,11,24,3,1.9,12,4.8,,,,,,,24,159,2.1,629,237,21,168,31,,,65,,11,0.24,,,
Restaurant-minute,"Chili con carne",250mL,267,270,1128,26,23,N/D,4.9,9,3.6,,,,,,,142,72,5.5,1064,730,48,209,88,,,59,,2,1.20,,,
Restaurant-minute,"Hot dog, nature",1,98,242,1012,10,18,N/D,0.9,15,5.1,,,,,,,44,24,2.3,670,143,13,97,0,,,61,,tr,0.51,,,
Restaurant-minute,"Poulet frit (morceaux)",2 morceaux,98,283,1184,22,9,0,0.3,17,4.6,,,,,,,85,20,1.3,286,181,20,151,0,,,N/D,N/D,0.27,,,
Restaurant-minute,"Poulet, pané et frit, désossé (pépites)",6,96,285,1192,15,16,1,0.9,18,3.9,,,,,,,53,13,0.8,551,251,24,277,5,,,14,,1,0.32,,,
Restaurant-minute,"Saucisse fumée enrobée de farine de maïs (PogoMC)",1,75,197,825,7,24,N/D,1.1,8,2.2,,,,,,,34,44,2.6,417,113,8,71,16,,,57,,0,0.19,,,
Mets composés,"Burrito avec boeuf, fromage et piments forts",1,152,316,1322,20,32,N/D,2.2,12,5.2,,,,,,,85,111,3.9,1046,333,35,158,99,,,99,,2,1.03,,,
Mets composés,"Burrito avec haricots et fromage",1,93,189,790,8,27,N/D,3.8,6,3.4,,,,,,,14,107,1.1,583,248,40,90,49,,,52,,1,0.45,,,
Mets composés,"Fajita au poulet",1 fajita,223,350,1462,19,50,3,4.1,8,2.1,,,,,,,33,52,3.4,540,405,41,183,28,,,153,,26,0.09,,,
Mets composés,"Nachos avec fromage",15-20 nachos,113,346,1446,9,36,N/D,4.1,19,7.8,,,,,,,18,272,1.3,816,172,55,276,N/D,,,N/D,,1,0.82,,,
Mets composés,"Quesadilla avec viande",1,184,627,2622,31,40,tr,2.5,38,17.3,,,,,,,95,442,3.9,1265,319,44,457,167,,,104,,6,1.03,,,
Mets composés,"Salade de taco",250mL,129,193,807,12,13,2,2.0,11,4.1,,,,,,,35,92,1.3,452,275,29,138,40,,,18,,4,0.58,,,
Mets composés,"Taco avec boeuf, fromage, salsa et légumes",1,78,168,704,9,12,N/D,N/D,9,5.2,,,,,,,26,101,1.1,366,216,32,93,N/D,,,45,,1,0.48,,,
Mets composés,"Jambon",1,121,260,1089,13,28,2,2.1,10,2.6,,,,,,,32,92,2.5,1132,229,25,139,49,,,93,,3,0.24,,,
Mets composés,"Oeufs durs",1,157,479,2003,14,27,3,1.2,35,6.6,,,,,,,335,119,2.9,693,155,19,187,153,,,121,,0,0.92,,,
Mets composés,"Rôti de bœuf, nature",1,139,346,1447,22,33,N/D,2.5,14,3.6,,,,,,,51,54,4.2,792,316,31,239,11,,,69,,2,1.22,,,
Mets composés,"Salade de saumon",1,162,340,1422,16,33,5,1.7,16,2.9,,,,,,,27,222,2.5,818,271,31,257,27,,,105,,1,2.45,,,
Mets composés,"Salade de thon",1,162,371,1552,20,33,5,1.7,18,2.9,,,,,,,15,93,2.9,745,220,32,233,30,,,97,,1,1.25,,,
Mets composés,"Sandwich chaud au poulet",1,284,388,1621,40,31,2,1.7,10,3.0,,,,,,,89,109,4.7,1344,519,43,327,,,0,,96,,0,0.54,,,
Mets composés,"Sandwich club",1,246,558,2335,32,47,5,2.8,26,5.8,,,,,,,76,152,4.5,1152,480,47,347,43,,,163,,6,0.48,,,
Mets composés,"César",250mL,114,179,751,5,7,1,1.7,15,2.0,,,,,,,39,92,1.3,268,233,17,81,234,,,118,,20,0.30,,,
Mets composés,"César avec poulet",500mL,327,491,2055,41,12,3,3.7,31,4.3,,,,,,,137,147,2.9,718,890,61,146,504,,,249,,42,0.76,,,
Mets composés,"Grecque",250mL,111,139,580,4,4,2,1.1,13,3.9,,,,,,,19,121,0.6,315,130,12,85,43,,,20,,11,0.36,,,
Mets composés,"Jardinière",250mL,77,47,198,1,4,3,0.9,4,0.6,,,,,,,0,13,0.3,216,135,6,16,48,,,15,,4,0,,,
Mets composés,"Salade de pâtes avec légumes",250mL,187,245,1001,5,33,5,2.2,10,1.6,,,,,,,0,27,1.8,1273,173,25,69,98,,,129,,10,0,,,
Mets composés,"Lasagne avec sauce à la viande (7,5cm x 9cm)",1 morceau,232,364,1523,22,37,6,2.4,14,7.4,,,,,,,50,251,3.2,623,428,46,280,83,,,99,,11,0.65,,,
Mets composés,"Lasagne, végétarienne (7,5cm x 9cm)",1 morceau,256,355,1485,19,46,7,2.9,11,6.6,,,,,,,38,304,3.2,737,423,49,290,102,,,119,,13,0.21,,,
Mets composés,"Macaroni à la viande avec soupe aux tomates",250mL,263,319,1334,23,32,6,1.9,10,4.0,,,,,,,52,31,3.5,376,399,40,186,14,,,112,,2,1.30,,,
Mets composés,"Macaroni au fromage (Dîner KraftMC)",250mL,202,395,1653,11,49,6,2.0,17,4.1,,,,,,,9,158,2.2,784,162,36,194,165,,,191,,tr,0.22,,,
Mets composés,"Spaghetti avec sauce à la viande",250mL,262,401,1678,19,50,9,4.9,14,4.5,,,,,,,56,101,4.7,1008,761,60,216,68,,,162,,13,0.89,,,
Mets composés,"Spaghetti avec sauce crémeuse",250mL,211,250,1047,9,47,4,1.9,2,0.9,,,,,,,5,81,2.2,111,140,34,140,33,,,192,,tr,0.22,,,
Mets composés,"Boulettes de viande à la sauce aigre-douce",6,258,472,2322,26,33,19,0.7,26,10.6,,,,,,,95,76,3.3,931,409,37,243,33,,,34,,1,2.60,,,
Mets composés,"Pad Thaï",250mL,171,220,920,15,26,4,1.5,6,0.9,,,,,,,68,26,0.9,344,258,30,56,36,,,24,,5,0.23,,,
Mets composés,"Pâté au boeuf, commercial, individuel",1 portion,227,638,2667,18,57,N/D,2.0,38,11.4,,,,,,,41,45,2.3,1203,293,N/D,109,279,,,88,,0,N/D,,,
Mets composés,"Pâté au poulet, commercial, individuel",1 portion,227,494,2065,21,37,3,3.1,29,9.5,,,,,,,62,59,3.0,347,349,34,195,222,,,102,,9,0.20,,,
Mets composés,"Pâté chinois",250mL,257,389,1628,17,40,5,3.1,17,5.0,,,,,,,41,52,1.9,584,766,54,213,94,,,42,,14,1.23,,,
Mets composés,"Poulet au beurre",250mL,258,368,1538,28,13,4,1.5,23,9.9,,,,,,,116,125,2.4,740,669,54,307,147,,,15,,11,0.44,,,
Mets composés,"Poutine",250mL,165,380,1587,13,25,1,1.9,26,9.9,,,,,,,40,282,1.4,755,387,26,261,97,,,16,,7,0.38,,,
Mets composés,"Ragoût de bœuf",250mL,259,168,701,18,14,3,1.8,4,1.6,,,,,,,39,29,2.2,604,496,33,183,132,,,26,,9,1.52,,,
Mets composés,"Samosa, végétarien",2,100,306,1280,5,32,1,2.1,18,5.6,,,,,,,8,33,1.8,795,178,17,70,36,,,68,,3,0.06,,,
Mets composés,"Sauté au boeuf",250mL,229,290,1213,22,20,11,2.2,14,2.3,,,,,,,46,45,2.7,888,534,37,211,30,,,43,,69,1.77,,,
Mets composés,"Sauté au poulet",250mL,171,255,1067,18,8,2,1.5,17,4.0,,,,,,,63,27,1.3,552,387,25,165,109,,,16,,22,0.19,,,
Mets composés,"Sauté au tofu",250mL,171,183,767,14,10,3,1.4,10,1.1,,,,,,,tr,142,1.8,493,326,36,141,72,,,22,,20,0.02,,,
Mets composés,"Sushi avec légumes, sans poisson",4,104,122,510,2,27,5,0.5,tr,0.1,,,,,,,0,13,0.2,100,60,13,38,16,,,7,,2,tr,,,
Mets composés,"Sushi avec poisson",4,104,164,684,5,35,7,0.8,tr,0.1,,,,,,,3,20,0.5,666,142,21,66,52,,,15,,2,0.11,,,
Mets composés,"Tourtière maison (20cm diam)",1/6,113,307,1283,15,23,1,1.2,17,6.4,,,,,,,47,28,1.9,352,273,22,157,1,,,59,,1,0.30,,,
Soupes,"Aux légumes, chunky",250mL,254,129,540,4,20,4,1.3,4,0.6,,,,,,,0,58,1.7,1068,418,8,76,307,,,18,,6,0,,,
Soupes,"Boeuf ou poulet, bouillon/consommé",250mL,254,18,74,3,tr,0,,,,0,1,0.3,0,15,0.4,827,137,5,33,,,,5,,0,0.18,,,
Soupes,"Boeuf, chunky",250mL,254,180,753,12,21,2,1.5,5,2.7,,,,,,,15,33,2.5,915,355,5,127,137,,,15,,7,0.66,,,
Soupes,"Chaudrée de palourdes, Manhattan",250mL,254,142,593,8,20,4,3.0,4,2.2,,,,,,,15,71,2.8,1057,406,20,89,178,,,10,,13,8.37,,,
Soupes,"Minestrone, chunky",250mL,254,134,563,5,22,6,6.1,3,1.6,,,,,,,5,63,1.9,913,647,15,117,226,,,72,,5,0,,,
Soupes,"Pois cassés et jambon, chunky",250mL,254,195,817,12,28,5,4.1,4,1.7,,,,,,,8,36,2.3,1019,322,41,188,259,,,5,,7,0.25,,,
Soupes,"Poulet et légumes, chunky",250mL,254,175,733,13,20,N/D,0.9,5,1.5,,,,,,,18,28,1.5,1128,388,10,112,317,,,13,,6,0.25,,,
Soupes,"Poulet et nouilles, chunky",250mL,254,185,773,13,18,2,4.1,6,1.5,,,,,,,20,25,1.5,898,114,10,76,71,,,65,,0,0.33,,,
Soupes,"Poulet et nouilles, peu de gras, moins de sel",250mL,257,105,444,9,13,1,2.1,2,1.0,,,,,,,13,21,0,501,N/D,N/D,N/D,N/D,,,N/D,,0,N/D,,,
Soupes,"Boeuf et nouilles",250mL,258,88,366,5,9,2,0.8,3,1.2,,,,,,,5,15,1.2,1005,106,5,49,8,,,31,,tr,0.21,,,
Soupes,"Bouillon de poulet",250mL,254,41,170,5,1,1,,,,0,1,0.4,0,10,0.5,806,218,3,76,,,,5,,0,0.25,,,
Soupes,"Crème de champignons",250mL,258,137,572,2,10,2,0.5,9,2.6,,,,,,,3,49,0.5,931,106,5,52,15,,,5,,1,0.05,,,
Soupes,"Légumes et boeuf",250mL,258,83,345,6,11,1,0.7,2,0.9,,,,,,,5,18,1.2,835,183,5,44,101,,,10,,1,0.34,,,
Soupes,"Poulet et nouilles",250mL,255,79,331,4,10,N/D,0.8,3,0.7,,,,,,,8,18,0.8,1169,59,5,38,38,,,37,,tr,0.15,,,
Soupes,"Tomates",250mL,258,90,376,2,18,9,1.2,2,0.4,,,,,,,0,13,1.9,735,278,8,36,26,,,15,,3,0,,,
Soupes,"Tomates, moins de sel",250mL,258,90,376,2,19,8,0.5,2,0.4,,,,,,,0,13,1.9,52,278,8,36,44,,,18,,70,0,,,
Soupes,"Végétarienne aux légumes",250mL,255,76,318,2,13,4,0.5,2,0.3,,,,,,,0,23,1.1,868,222,8,36,122,,,10,,2,0,,,
Soupes,"Chaudrée de palourdes, Nouvelle-Angleterre",250mL,262,157,658,10,18,N/D,1.6,5,1.9,,,,,,,16,202,1.6,1051,320,26,168,71,,,10,,4,10.85,,,
Soupes,"Crème de champignons",250mL,262,202,844,6,16,N/D,0.5,13,4.2,,,,,,,10,191,0.6,983,288,24,168,86,,,10,,2,0.52,,,
Soupes,"Crème de champignons, moins de sel",250mL,262,134,558,6,17,9,0.8,5,2.4,,,,,,,14,168,0.7,562,691,21,189,74,,,21,,tr,0.50,,,
Soupes,"Crème de poulet",250mL,262,189,789,8,16,7,0.3,10,3.7,,,,,,,21,194,0.7,1108,293,21,162,86,,,N/D,,1,0.58,,,
Soupes,"Crème de tomates",250mL,262,155,647,6,24,16,1.3,5,1.9,,,,,,,10,173,1.9,802,480,26,160,69,,,22,,4,0.47,,,
Soupes,"Minestrone",250mL,268,83,349,5,13,N/D,0.8,2,,,,,,,,0.9,3,40,1.1,1084,360,8,64,16,,,51,,1,0,,,
Soupes,"Nouilles Ramen, saveur de poulet, cuites",250mL,258,162,678,3,20,N/D,6.2,8,3.5,,,,,,,0,N/D,1.2,792,N/D,N/D,N/D,72,,,N/D,,0,N/D,,,
Soupes,"Oignon",250mL,260,29,120,1,5,2,,,,0.8,1,0.1,0,13,0.2,897,68,5,31,0,,,3,,tr,0,,,
Soupes,"Poulet et nouilles",250mL,254,58,243,2,9,1,,,,0.3,1,0.3,10,5,0.5,581,33,8,30,3,,,28,,0,0.05,,,
Soupes,"Tomates et légumes",250mL,255,56,234,2,10,2,0.5,1,,,,,,,,0.4,0,8,0.6,1154,104,20,31,10,,,10,,6,0,,,
Soupes,"Crème de légumes",250mL,251,62,262,5,7,3.1,0.8,2,0.7,,,,,,,2,53,0.6,586,287,11,95,98,,,11,,3,0.31,,,
Soupes,"Légumes",250mL,252,49,204,3,8,2,,,,1.4,1,0.2,0,34,0.7,692,336,16,58,93,,,20,,11,0.14,,,
Soupes,"Lentilles",250mL,262,193,805,12,27,3,5.1,5,0.4,,,,,,,0,41,3.3,654,365,41,171,45,,,69,,6,0,,,
Soupes,"Oignon, gratinée",250mL,255,204,852,10,28,3,1.9,6,2.9,,,,,,,13,159,1.5,904,204,25,157,30,,,69,,2,0.58,,,
Soupes,"Pois cassés avec jambon",250mL,267,190,797,13,31,5,3.8,2,0.6,,,,,,,7,39,1.9,312,437,50,176,56,,,70,,2,0.04,,,
Soupes,"Poulet et nouilles",250mL,255,135,564,19,7,2,,,,0.9,3,0.7,64,26,1.1,336,302,30,168,136,,,28,,3,0.22,,,
Matières grasses et huiles,"Beurre",5mL,5,34,144,tr,tr,4,2.5,1.0,0.1,,,0.2,10,1,tr,28,1,tr,1,33,,,tr,,0.1,,,
Matières grasses et huiles,"Margarine, dure, ImperialMc, huiles de soya et canola (hydrogénée)",5mL,5,34,141,tr,tr,4,0.5,2.5,0.4,1.5,,,,0,tr,tr,31,1,tr,tr,48,0.6,0.3,,,
Matières grasses et huiles,"Margarine, molle, Becel Mc, huiles de canola et carthame (non-hydrogenée)",5mL,5,34,144,tr,tr,4,0.5,1.7,1.2,,,tr,0,1,0,52,2,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Margarine, molle, Becel Mc, légère, huiles de canola et carthame (non-hydrogenée)",5mL,5,17,70,tr,tr,2,0.3,0.8,0.6,,,tr,0,1,0,46,1,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Margarine, molle, ChefmasterMc, huiles végétales non spécifiées (hydrogénée)",5mL,5,34,144,tr,tr,4,0.5,1.6,0.9,0.5,,,,0,1,0,52,2,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Margarine, molle, composite",5mL,5,34,144,tr,tr,4,0.6,1.7,1.3,,,N/D,0,1,0,52,2,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Margarine, molle, ImperialMc, huile de soya (non-hydrogénée)",5mL,5,34,144,tr,tr,4,0.9,0.7,1.8,,,tr,0,1,0,52,2,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Margarine, molle, Lactantia Mc, huile de soya (hydrogénée)",5mL,5,34,144,tr,tr,4,0.7,1.3,1.4,0.6,,,,0,1,0,52,2,tr,1,48,0.6,0.2,,,
Matières grasses et huiles,"Tartinade (20% beurre / 80% margarine)",5mL,5,34,141,tr,tr,4,1.0,2.2,0.4,1.0,,,,2,1,tr,43,2,tr,1,47,N/D,0.4,,,
Matières grasses et huiles,"Tartinade (50% beurre / 50% margarine)",5mL,5,33,137,tr,tr,4,1.5,1.8,0.2,0.7,,,,5,1,tr,40,2,tr,1,16,0,0.2,,,
Matières grasses et huiles,"Arachide",15mL,14,121,506,0,0,14,2.3,6.3,4.4,,,N/D,0,0,tr,0,0,0,,,0,0,2.2,,,
Matières grasses et huiles,"Canola",15mL,14,125,525,0,0,14,1.0,8.4,4.2,0.3,,,,0,0,0,0,0,0,,,0,0,2.4,,,
Matières grasses et huiles,"Graines de lin",15mL,14,122,511,0,0,14,1.4,2.5,9.9,,,tr,0,0,0,0,0,0,,,0,0,2.4,,,
Matières grasses et huiles,"Maïs",15mL,14,122,510,0,0,14,1.8,3.8,7.5,0.1,,,,0,0,0,0,0,0,,,0,0,2.0,,,
Matières grasses et huiles,"Olive",15mL,14,121,506,0,0,14,1.8,10.1,1.4,,,tr,0,tr,0.1,tr,tr,0,,,0,0,2.0,,,
Matières grasses et huiles,"Pépins de raisins",15mL,14,122,510,0,0,14,1.3,2.2,9.6,,,N/D,0,0,0,0,0,0,,,0,0,4.0,,,
Matières grasses et huiles,"Sésame",15mL,14,122,510,0,0,14,2.0,5.5,5.7,,,N/D,0,0,0,0,0,0,,,0,0,0.2,,,
Matières grasses et huiles,"Soya",15mL,14,122,510,0,0,14,2.0,3.2,8.0,0.2,,,,0,0,tr,0,0,0,,,0,0,1.3,,,
Matières grasses et huiles,"Tournesol",15mL,14,122,510,0,0,14,1.4,2.7,9.1,0.1,,,,0,0,0,0,0,0,,,0,0,5.7,,,
Matières grasses et huiles,"Gras de bacon",15mL,12,110,459,0,0,12,4.8,5.5,1.4,,,N/D,12,0,0,18,0,0,,,0,0,0.1,,,
Matières grasses et huiles,"Saindoux",15mL,13,117,489,0,0,13,5.2,5.9,1.5,,,12,0,0,0,0,0,0,,,0,0,0.1,,,
Matières grasses et huiles,"Shortening",15mL,13,115,481,0,0,13,3.2,5.4,3.7,,,N/D,0,tr,tr,1,0,0,,,0,0,0.1,,,
Matières grasses et huiles,"César, crémeuse",15mL,15,79,329,tr,1,9,1.3,,,,2.0,4.9,N/D,tr,tr,4,tr,161,4,tr,3,,,tr,tr,0.8,,,
Matières grasses et huiles,"César, crémeuse, peu de Calories",15mL,15,17,70,tr,3,1,0.1,,,,0.2,0.4,N/D,tr,tr,4,tr,164,4,tr,3,,,tr,0,0.1,,,
Matières grasses et huiles,"Française",15mL,16,72,303,tr,2,7,0.9,,,,1.3,3.3,N/D,0,4,0.1,133,11,1,3,,,4,0,0.8,,,
Matières grasses et huiles,"Française, peu de gras",15mL,16,33,138,tr,4,2,0.3,,,,1.2,N/D,2,0.1,165,13,0,2,,,2,0,0.5,,,
Matières grasses et huiles,"Fromage bleu",15mL,16,78,327,1,1,8,1.5,,,,1.9,4.3,N/D,3,13,tr,170,6,1,11,,,10,N/D,0.9,,,
Matières grasses et huiles,"Fromage bleu, peu de Calories",15mL,16,15,64,1,1,tr,0.4,,,,0.3,0.4,N/D,tr,14,0.1,186,1,1,13,,,N/D,N/D,0.1,,,
Matières grasses et huiles,"Huile et vinaigre",15mL,16,73,305,0,tr,8,1.5,,,,2.4,3.9,N/D,0,0,tr,0,tr,0,,,0,0,0.8,,,
Matières grasses et huiles,"Italienne",15mL,15,43,181,tr,2,4,0.7,,,,0.9,1.9,N/D,1,0.1,246,7,1,2,,,0,0,0.7,,,
Matières grasses et huiles,"Italienne, peu de Calories",15mL,15,11,48,tr,1,tr,0.1,,,,0.3,0.3,N/D,1,0.1,208,13,1,2,,,tr,0,tr,,,
